longitude,latitude,hour,cloud_cover,elevation,humidity,pressure,temperature,wind_dir,wind_speed
23,6,0,4.0,131.0,77.0,1007.3,19.1,107.0,15.0
24,6,0,4.0,124.0,77.0,1007.3,19.1,107.0,15.0
25,6,0,4.0,147.0,77.0,1007.3,18.9,107.0,15.0
26,6,0,4.0,118.0,77.0,1007.3,19.1,107.0,15.0
27,6,0,7.0,111.0,78.0,1007.4,19.1,108.0,14.8
28,6,0,7.0,118.0,78.0,1007.4,19.1,108.0,14.8
29,6,0,7.0,98.0,78.0,1007.4,19.2,108.0,14.8
0,7,0,0.0,82.0,79.0,1005.9,19.7,117.0,16.9
1,7,0,0.0,82.0,79.0,1006.0,19.6,116.0,17.6
2,7,0,0.0,82.0,79.0,1006.0,19.6,116.0,17.6
3,7,0,0.0,65.0,79.0,1006.0,19.7,116.0,17.6
4,7,0,0.0,101.0,79.0,1006.0,19.5,116.0,17.6
5,7,0,0.0,106.0,79.0,1006.2,19.4,111.0,17.8
6,7,0,0.0,104.0,79.0,1006.2,19.4,111.0,17.8
7,7,0,0.0,92.0,79.0,1006.2,19.5,111.0,17.8
8,7,0,0.0,109.0,79.0,1006.2,19.4,111.0,17.8
9,7,0,0.0,111.0,79.0,1006.5,19.3,106.0,16.9
10,7,0,0.0,119.0,79.0,1006.5,19.3,106.0,16.9
11,7,0,0.0,110.0,79.0,1006.5,19.4,106.0,16.9
12,7,0,0.0,115.0,79.0,1006.5,19.3,106.0,16.9
13,7,0,0.0,115.0,79.0,1006.7,19.3,104.0,16.0
14,7,0,0.0,116.0,79.0,1006.7,19.3,104.0,16.0
15,7,0,0.0,129.0,79.0,1006.7,19.2,104.0,16.0
16,7,0,0.0,121.0,79.0,1006.7,19.2,104.0,16.0
17,7,0,0.0,100.0,79.0,1006.9,19.3,105.0,15.6
18,7,0,0.0,104.0,79.0,1006.9,19.3,105.0,15.6
19,7,0,0.0,88.0,79.0,1006.9,19.4,105.0,15.6
20,7,0,0.0,105.0,79.0,1006.9,19.3,105.0,15.6
21,7,0,0.0,132.0,79.0,1007.1,19.2,106.0,16.1
22,7,0,0.0,135.0,79.0,1007.1,19.1,106.0,16.1
23,7,0,0.0,110.0,79.0,1007.1,19.3,106.0,16.1
24,7,0,0.0,147.0,79.0,1007.1,19.1,106.0,16.1
25,7,0,1.0,122.0,79.0,1007.3,19.2,108.0,15.5
26,7,0,1.0,123.0,79.0,1007.3,19.2,108.0,15.5
27,7,0,1.0,113.0,79.0,1007.3,19.2,108.0,15.5
28,7,0,1.0,93.0,79.0,1007.3,19.4,108.0,15.5
29,7,0,3.0,98.0,79.0,1007.5,19.2,107.0,14.7
0,8,0,0.0,84.0,79.0,1005.9,19.7,117.0,16.9
1,8,0,0.0,78.0,79.0,1006.0,19.7,116.0,17.6
2,8,0,0.0,80.0,79.0,1006.0,19.6,116.0,17.6
3,8,0,0.0,90.0,79.0,1006.0,19.6,116.0,17.6
4,8,0,0.0,74.0,79.0,1006.0,19.7,116.0,17.6
5,8,0,0.0,74.0,79.0,1006.2,19.6,111.0,17.8
6,8,0,0.0,74.0,79.0,1006.2,19.6,111.0,17.8
7,8,0,0.0,78.0,79.0,1006.2,19.6,111.0,17.8
8,8,0,0.0,93.0,79.0,1006.2,19.5,111.0,17.8
9,8,0,0.0,103.0,79.0,1006.5,19.4,106.0,16.9
10,8,0,0.0,102.0,79.0,1006.5,19.4,106.0,16.9
11,8,0,0.0,103.0,79.0,1006.5,19.4,106.0,16.9
12,8,0,0.0,103.0,79.0,1006.5,19.4,106.0,16.9
13,8,0,0.0,105.0,79.0,1006.7,19.4,104.0,16.0
14,8,0,0.0,116.0,79.0,1006.7,19.3,104.0,16.0
15,8,0,0.0,119.0,79.0,1006.7,19.3,104.0,16.0
16,8,0,0.0,93.0,79.0,1006.7,19.4,104.0,16.0
17,8,0,0.0,91.0,79.0,1006.9,19.4,105.0,15.6
18,8,0,0.0,83.0,79.0,1006.9,19.4,105.0,15.6
19,8,0,0.0,107.0,79.0,1006.9,19.3,105.0,15.6
20,8,0,0.0,102.0,79.0,1006.9,19.3,105.0,15.6
21,8,0,0.0,118.0,79.0,1007.1,19.2,106.0,16.1
22,8,0,0.0,140.0,79.0,1007.1,19.1,106.0,16.1
23,8,0,0.0,145.0,79.0,1007.1,19.1,106.0,16.1
24,8,0,0.0,138.0,79.0,1007.1,19.1,106.0,16.1
25,8,0,1.0,119.0,79.0,1007.3,19.2,108.0,15.5
26,8,0,1.0,108.0,79.0,1007.3,19.3,108.0,15.5
27,8,0,1.0,125.0,79.0,1007.3,19.1,108.0,15.5
28,8,0,1.0,107.0,79.0,1007.3,19.3,108.0,15.5
29,8,0,3.0,94.0,79.0,1007.5,19.3,107.0,14.7
0,9,0,0.0,101.0,82.0,1006.0,19.5,117.0,16.6
1,9,0,0.0,81.0,82.0,1006.0,19.6,117.0,16.6
2,9,0,0.0,91.0,82.0,1006.0,19.6,117.0,16.6
3,9,0,0.0,79.0,81.0,1006.1,19.5,114.0,16.6
4,9,0,0.0,86.0,81.0,1006.1,19.4,114.0,16.6
5,9,0,0.0,70.0,81.0,1006.1,19.5,114.0,16.6
6,9,0,0.0,80.0,81.0,1006.1,19.5,114.0,16.6
7,9,0,0.0,74.0,80.0,1006.3,19.5,109.0,16.7
8,9,0,0.0,88.0,80.0,1006.3,19.4,109.0,16.7
9,9,0,0.0,94.0,80.0,1006.3,19.4,109.0,16.7
10,9,0,0.0,102.0,80.0,1006.3,19.3,109.0,16.7
11,9,0,0.0,94.0,80.0,1006.5,19.4,106.0,15.4
12,9,0,0.0,91.0,80.0,1006.5,19.4,106.0,15.4
13,9,0,0.0,89.0,80.0,1006.5,19.4,106.0,15.4
14,9,0,0.0,102.0,80.0,1006.5,19.3,106.0,15.4
15,9,0,0.0,99.0,80.0,1006.7,19.4,106.0,15.7
16,9,0,0.0,91.0,80.0,1006.7,19.4,106.0,15.7
17,9,0,0.0,82.0,80.0,1006.7,19.5,106.0,15.7
18,9,0,0.0,105.0,80.0,1006.7,19.3,106.0,15.7
19,9,0,1.0,106.0,80.0,1006.9,19.4,106.0,16.5
20,9,0,1.0,95.0,80.0,1006.9,19.4,106.0,16.5
21,9,0,1.0,109.0,80.0,1006.9,19.4,106.0,16.5
22,9,0,1.0,117.0,80.0,1006.9,19.3,106.0,16.5
23,9,0,4.0,113.0,81.0,1007.1,19.1,106.0,15.7
24,9,0,4.0,131.0,81.0,1007.1,19.0,106.0,15.7
25,9,0,4.0,113.0,81.0,1007.1,19.1,106.0,15.7
26,9,0,4.0,110.0,81.0,1007.1,19.2,106.0,15.7
27,9,0,5.0,114.0,81.0,1007.3,19.2,107.0,15.0
28,9,0,5.0,101.0,81.0,1007.3,19.2,107.0,15.0
29,9,0,5.0,100.0,81.0,1007.3,19.3,107.0,15.0
0,10,0,0.0,112.0,84.0,1005.9,19.3,114.0,14.2
1,10,0,0.0,150.0,84.0,1006.0,18.8,113.0,13.7
2,10,0,0.0,115.0,84.0,1006.0,19.1,113.0,13.7
3,10,0,0.0,102.0,84.0,1006.0,19.1,113.0,13.7
4,10,0,0.0,96.0,84.0,1006.0,19.2,113.0,13.7
5,10,0,0.0,82.0,84.0,1006.2,19.5,113.0,14.8
6,10,0,0.0,90.0,84.0,1006.2,19.4,113.0,14.8
7,10,0,0.0,65.0,84.0,1006.2,19.6,113.0,14.8
8,10,0,0.0,74.0,84.0,1006.2,19.5,113.0,14.8
9,10,0,0.0,90.0,82.0,1006.4,19.6,110.0,16.1
10,10,0,0.0,77.0,82.0,1006.4,19.6,110.0,16.1
11,10,0,0.0,94.0,82.0,1006.4,19.5,110.0,16.1
12,10,0,0.0,95.0,82.0,1006.4,19.5,110.0,16.1
13,10,0,0.0,117.0,82.0,1006.5,19.3,110.0,14.9
14,10,0,0.0,95.0,82.0,1006.5,19.5,110.0,14.9
15,10,0,0.0,86.0,82.0,1006.5,19.5,110.0,14.9
16,10,0,0.0,84.0,82.0,1006.5,19.6,110.0,14.9
17,10,0,0.0,83.0,81.0,1006.7,19.7,111.0,16.2
18,10,0,0.0,80.0,81.0,1006.7,19.7,111.0,16.2
19,10,0,0.0,78.0,81.0,1006.7,19.7,111.0,16.2
20,10,0,0.0,88.0,81.0,1006.7,19.7,111.0,16.2
21,10,0,0.0,105.0,82.0,1007.0,19.4,108.0,16.3
22,10,0,0.0,108.0,82.0,1007.0,19.4,108.0,16.3
23,10,0,0.0,112.0,82.0,1007.0,19.4,108.0,16.3
24,10,0,0.0,105.0,82.0,1007.0,19.4,108.0,16.3
25,10,0,1.0,114.0,83.0,1007.2,19.3,107.0,15.8
26,10,0,1.0,119.0,83.0,1007.2,19.2,107.0,15.8
27,10,0,1.0,116.0,83.0,1007.2,19.3,107.0,15.8
28,10,0,1.0,106.0,83.0,1007.2,19.3,107.0,15.8
29,10,0,1.0,107.0,82.0,1007.4,19.3,106.0,14.6
0,11,0,0.0,128.0,84.0,1005.9,19.2,114.0,14.2
1,11,0,0.0,155.0,84.0,1006.0,18.8,113.0,13.7
2,11,0,0.0,144.0,84.0,1006.0,18.9,113.0,13.7
3,11,0,0.0,96.0,84.0,1006.0,19.2,113.0,13.7
4,11,0,0.0,88.0,84.0,1006.0,19.2,113.0,13.7
5,11,0,0.0,79.0,84.0,1006.2,19.5,113.0,14.8
6,11,0,0.0,85.0,84.0,1006.2,19.5,113.0,14.8
7,11,0,0.0,89.0,84.0,1006.2,19.4,113.0,14.8
8,11,0,0.0,65.0,84.0,1006.2,19.6,113.0,14.8
9,11,0,0.0,71.0,82.0,1006.4,19.7,110.0,16.1
10,11,0,0.0,73.0,82.0,1006.4,19.7,110.0,16.1
11,11,0,0.0,75.0,82.0,1006.4,19.7,110.0,16.1
12,11,0,0.0,80.0,82.0,1006.4,19.6,110.0,16.1
13,11,0,0.0,90.0,82.0,1006.5,19.5,110.0,14.9
14,11,0,0.0,80.0,82.0,1006.5,19.6,110.0,14.9
15,11,0,0.0,75.0,82.0,1006.5,19.6,110.0,14.9
16,11,0,0.0,111.0,82.0,1006.5,19.4,110.0,14.9
17,11,0,0.0,77.0,81.0,1006.7,19.7,111.0,16.2
18,11,0,0.0,79.0,81.0,1006.7,19.7,111.0,16.2
19,11,0,0.0,77.0,81.0,1006.7,19.7,111.0,16.2
20,11,0,0.0,87.0,81.0,1006.7,19.7,111.0,16.2
21,11,0,0.0,91.0,82.0,1007.0,19.5,108.0,16.3
22,11,0,0.0,116.0,82.0,1007.0,19.3,108.0,16.3
23,11,0,0.0,113.0,82.0,1007.0,19.3,108.0,16.3
24,11,0,0.0,114.0,82.0,1007.0,19.3,108.0,16.3
25,11,0,1.0,103.0,83.0,1007.2,19.3,107.0,15.8
26,11,0,1.0,109.0,83.0,1007.2,19.3,107.0,15.8
27,11,0,1.0,105.0,83.0,1007.2,19.3,107.0,15.8
28,11,0,1.0,110.0,83.0,1007.2,19.3,107.0,15.8
29,11,0,1.0,116.0,82.0,1007.4,19.2,106.0,14.6
0,12,0,0.0,103.0,85.0,1005.9,19.3,109.0,13.3
1,12,0,0.0,114.0,85.0,1005.9,19.2,109.0,13.3
2,12,0,0.0,94.0,85.0,1005.9,19.3,109.0,13.3
3,12,0,0.0,94.0,85.0,1006.1,19.3,112.0,13.2
4,12,0,0.0,88.0,85.0,1006.1,19.3,112.0,13.2
5,12,0,0.0,84.0,85.0,1006.1,19.4,112.0,13.2
6,12,0,0.0,97.0,85.0,1006.1,19.3,112.0,13.2
7,12,0,0.0,95.0,84.0,1006.2,19.5,113.0,14.8
8,12,0,0.0,80.0,84.0,1006.2,19.6,113.0,14.8
9,12,0,0.0,75.0,84.0,1006.2,19.6,113.0,14.8
10,12,0,0.0,72.0,84.0,1006.2,19.7,113.0,14.8
11,12,0,0.0,71.0,84.0,1006.4,19.7,114.0,15.3
12,12,0,0.0,85.0,84.0,1006.4,19.6,114.0,15.3
13,12,0,0.0,86.0,84.0,1006.4,19.6,114.0,15.3
14,12,0,0.0,79.0,84.0,1006.4,19.7,114.0,15.3
15,12,0,0.0,79.0,82.0,1006.6,19.9,115.0,16.3
16,12,0,0.0,87.0,82.0,1006.6,19.9,115.0,16.3
17,12,0,0.0,105.0,82.0,1006.6,19.7,115.0,16.3
18,12,0,0.0,76.0,82.0,1006.6,19.9,115.0,16.3
19,12,0,2.0,78.0,82.0,1006.8,19.8,114.0,15.8
20,12,0,2.0,83.0,82.0,1006.8,19.8,114.0,15.8
21,12,0,2.0,94.0,82.0,1006.8,19.7,114.0,15.8
22,12,0,2.0,119.0,82.0,1006.8,19.6,114.0,15.8
23,12,0,4.0,116.0,84.0,1007.1,19.5,112.0,15.5
24,12,0,4.0,116.0,84.0,1007.1,19.5,112.0,15.5
25,12,0,4.0,97.0,84.0,1007.1,19.6,112.0,15.5
26,12,0,4.0,102.0,84.0,1007.1,19.5,112.0,15.5
27,12,0,2.0,112.0,84.0,1007.3,19.4,111.0,15.0
28,12,0,2.0,108.0,84.0,1007.3,19.4,111.0,15.0
29,12,0,2.0,101.0,84.0,1007.3,19.5,111.0,15.0
0,13,0,0.0,103.0,85.0,1005.7,19.4,108.0,12.5
1,13,0,0.0,95.0,85.0,1005.9,19.5,113.0,12.9
2,13,0,0.0,93.0,85.0,1005.9,19.5,113.0,12.9
3,13,0,0.0,96.0,85.0,1005.9,19.5,113.0,12.9
4,13,0,0.0,86.0,85.0,1005.9,19.6,113.0,12.9
5,13,0,0.0,98.0,85.0,1006.1,19.5,117.0,13.7
6,13,0,0.0,101.0,85.0,1006.1,19.5,117.0,13.7
